country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
Saint Vincent and Grenadines,2015,female,55-74 years,6999,0,Saint Vincent and Grenadines2015,7496,Boomers
Saint Vincent and Grenadines,2015,female,75+ years,2012,0,Saint Vincent and Grenadines2015,7496,Silent
Saint Vincent and Grenadines,2015,male,25-34 years,8762,0,Saint Vincent and Grenadines2015,7496,Millenials
Saint Vincent and Grenadines,2015,male,5-14 years,9266,0,Saint Vincent and Grenadines2015,7496,Generation Z
Saint Vincent and Grenadines,2015,male,55-74 years,7031,0,Saint Vincent and Grenadines2015,7496,Boomers
Saint Vincent and Grenadines,2015,male,75+ years,1459,0,Saint Vincent and Grenadines2015,7496,Silent
San Marino,1999,male,55-74 years,2542,39.34,San Marino1999,48255,Silent
San Marino,1999,male,35-54 years,3998,25.01,San Marino1999,48255,Boomers
San Marino,1999,female,15-24 years,1453,0,San Marino1999,48255,Generation X
San Marino,1999,female,25-34 years,2329,0,San Marino1999,48255,Generation X
San Marino,1999,female,35-54 years,4051,0,San Marino1999,48255,Boomers
San Marino,1999,female,5-14 years,1227,0,San Marino1999,48255,Millenials
San Marino,1999,female,55-74 years,2738,0,San Marino1999,48255,Silent
San Marino,1999,female,75+ years,1147,0,San Marino1999,48255,G.I. Generation
San Marino,1999,male,15-24 years,1539,0,San Marino1999,48255,Generation X
San Marino,1999,male,25-34 years,2138,0,San Marino1999,48255,Generation X
San Marino,1999,male,5-14 years,1309,0,San Marino1999,48255,Millenials
San Marino,1999,male,75+ years,721,0,San Marino1999,48255,G.I. Generation
San Marino,2000,male,25-34 years,2116,47.26,San Marino2000,43435,Generation X
San Marino,2000,female,15-24 years,1435,0,San Marino2000,43435,Generation X
San Marino,2000,female,25-34 years,2238,0,San Marino2000,43435,Generation X
San Marino,2000,female,35-54 years,4192,0,San Marino2000,43435,Boomers
San Marino,2000,female,5-14 years,1225,0,San Marino2000,43435,Millenials
San Marino,2000,female,55-74 years,2776,0,San Marino2000,43435,Silent
San Marino,2000,female,75+ years,1194,0,San Marino2000,43435,G.I. Generation
San Marino,2000,male,15-24 years,1412,0,San Marino2000,43435,Generation X
San Marino,2000,male,35-54 years,4117,0,San Marino2000,43435,Boomers
San Marino,2000,male,5-14 years,1321,0,San Marino2000,43435,Millenials
San Marino,2000,male,55-74 years,2590,0,San Marino2000,43435,Silent
San Marino,2000,male,75+ years,753,0,San Marino2000,43435,G.I. Generation
San Marino,2005,male,55-74 years,2940,34.01,San Marino2005,69301,Silent
San Marino,2005,female,15-24 years,1325,0,San Marino2005,69301,Millenials
San Marino,2005,female,25-34 years,2339,0,San Marino2005,69301,Generation X
San Marino,2005,female,35-54 years,4856,0,San Marino2005,69301,Boomers
San Marino,2005,female,5-14 years,1414,0,San Marino2005,69301,Millenials
San Marino,2005,female,55-74 years,3105,0,San Marino2005,69301,Silent
San Marino,2005,female,75+ years,1423,0,San Marino2005,69301,Silent
San Marino,2005,male,15-24 years,1440,0,San Marino2005,69301,Millenials
San Marino,2005,male,25-34 years,2176,0,San Marino2005,69301,Generation X
San Marino,2005,male,35-54 years,4793,0,San Marino2005,69301,Boomers
San Marino,2005,male,5-14 years,1545,0,San Marino2005,69301,Millenials
San Marino,2005,male,75+ years,908,0,San Marino2005,69301,Silent
Serbia,1998,male,75+ years,123440,119.09,Serbia1998,2547,G.I. Generation
Serbia,1998,male,55-74 years,817210,46.74,Serbia1998,2547,Silent
Serbia,1998,female,75+ years,200874,34.85,Serbia1998,2547,G.I. Generation
Serbia,1998,male,35-54 years,1082941,28.44,Serbia1998,2547,Boomers
Serbia,1998,male,25-34 years,480472,22.27,Serbia1998,2547,Generation X
Serbia,1998,female,55-74 years,969361,20.32,Serbia1998,2547,Silent
Serbia,1998,male,15-24 years,521985,13.03,Serbia1998,2547,Generation X
Serbia,1998,female,35-54 years,1097115,11.85,Serbia1998,2547,Boomers
Serbia,1998,female,25-34 years,481780,5.4,Serbia1998,2547,Generation X
Serbia,1998,female,15-24 years,502071,4.18,Serbia1998,2547,Generation X
Serbia,1998,male,5-14 years,460897,0.65,Serbia1998,2547,Millenials
Serbia,1998,female,5-14 years,440856,0.23,Serbia1998,2547,Millenials
Serbia,1999,male,75+ years,129749,129.48,Serbia1999,2570,G.I. Generation
Serbia,1999,female,75+ years,213084,55.85,Serbia1999,2570,G.I. Generation
Serbia,1999,male,55-74 years,804692,51.32,Serbia1999,2570,Silent
Serbia,1999,male,35-54 years,1085251,31.33,Serbia1999,2570,Boomers
Serbia,1999,female,55-74 years,953953,21.07,Serbia1999,2570,Silent
Serbia,1999,male,25-34 years,480354,17.07,Serbia1999,2570,Generation X
Serbia,1999,male,15-24 years,522386,16.27,Serbia1999,2570,Generation X
Serbia,1999,female,35-54 years,1102441,8.8,Serbia1999,2570,Boomers
Serbia,1999,female,25-34 years,482265,6.43,Serbia1999,2570,Generation X
Serbia,1999,female,15-24 years,503117,5.76,Serbia1999,2570,Generation X
Serbia,1999,female,5-14 years,432529,0.69,Serbia1999,2570,Millenials
Serbia,1999,male,5-14 years,453010,0.66,Serbia1999,2570,Millenials
Serbia,2000,male,75+ years,135980,119.14,Serbia2000,915,G.I. Generation
Serbia,2000,male,55-74 years,788999,52.85,Serbia2000,915,Silent
Serbia,2000,female,75+ years,224751,43.16,Serbia2000,915,G.I. Generation
Serbia,2000,male,35-54 years,1091897,27.84,Serbia2000,915,Boomers
Serbia,2000,female,55-74 years,934771,24.39,Serbia2000,915,Silent
Serbia,2000,male,25-34 years,482971,20.29,Serbia2000,915,Generation X
Serbia,2000,male,15-24 years,521679,15.91,Serbia2000,915,Generation X
Serbia,2000,female,35-54 years,1110851,8.73,Serbia2000,915,Boomers
Serbia,2000,female,25-34 years,484418,6.4,Serbia2000,915,Generation X
Serbia,2000,female,15-24 years,502157,3.39,Serbia2000,915,Generation X
Serbia,2000,male,5-14 years,445855,1.12,Serbia2000,915,Millenials
Serbia,2000,female,5-14 years,424811,0.94,Serbia2000,915,Millenials
Serbia,2001,male,75+ years,143189,113.84,Serbia2001,1718,Silent
Serbia,2001,male,55-74 years,776659,47.12,Serbia2001,1718,Silent
Serbia,2001,female,75+ years,237291,35.82,Serbia2001,1718,Silent
Serbia,2001,male,35-54 years,1097381,29.98,Serbia2001,1718,Boomers
Serbia,2001,male,25-34 years,487989,18.85,Serbia2001,1718,Generation X
Serbia,2001,female,55-74 years,918529,18.83,Serbia2001,1718,Silent
Serbia,2001,male,15-24 years,519061,13.68,Serbia2001,1718,Millenials
Serbia,2001,female,35-54 years,1117999,11.27,Serbia2001,1718,Boomers
Serbia,2001,female,25-34 years,488261,4.3,Serbia2001,1718,Generation X
Serbia,2001,female,15-24 years,498990,2.4,Serbia2001,1718,Millenials
Serbia,2001,male,5-14 years,439347,0.91,Serbia2001,1718,Millenials
Serbia,2001,female,5-14 years,417714,0,Serbia2001,1718,Millenials
Serbia,2002,male,75+ years,151768,108.72,Serbia2002,2258,Silent
Serbia,2002,male,55-74 years,772635,53.07,Serbia2002,2258,Silent
Serbia,2002,female,75+ years,250502,38.32,Serbia2002,2258,Silent
Serbia,2002,male,35-54 years,1094978,28.22,Serbia2002,2258,Boomers
Serbia,2002,male,25-34 years,494298,19.02,Serbia2002,2258,Generation X
Serbia,2002,female,55-74 years,910921,18.55,Serbia2002,2258,Silent
Serbia,2002,male,15-24 years,516180,13.37,Serbia2002,2258,Millenials
Serbia,2002,female,35-54 years,1116564,8.42,Serbia2002,2258,Boomers
Serbia,2002,female,25-34 years,492285,4.67,Serbia2002,2258,Generation X
Serbia,2002,female,15-24 years,495315,2.62,Serbia2002,2258,Millenials
Serbia,2002,male,5-14 years,432109,0.93,Serbia2002,2258,Millenials
Serbia,2002,female,5-14 years,410558,0,Serbia2002,2258,Millenials
Serbia,2003,male,75+ years,160745,98.29,Serbia2003,2979,Silent
Serbia,2003,male,55-74 years,770873,44.62,Serbia2003,2979,Silent
Serbia,2003,female,75+ years,262606,32.37,Serbia2003,2979,Silent
Serbia,2003,male,35-54 years,1083446,31.57,Serbia2003,2979,Boomers
Serbia,2003,male,25-34 years,499406,17.82,Serbia2003,2979,Generation X
Serbia,2003,female,55-74 years,907413,17.08,Serbia2003,2979,Silent
Serbia,2003,male,15-24 years,511900,12.5,Serbia2003,2979,Millenials
Serbia,2003,female,35-54 years,1106280,9.31,Serbia2003,2979,Boomers
Serbia,2003,female,25-34 years,494582,4.45,Serbia2003,2979,Generation X
Serbia,2003,female,15-24 years,490226,3.26,Serbia2003,2979,Millenials
Serbia,2003,female,5-14 years,402011,0,Serbia2003,2979,Millenials
Serbia,2003,male,5-14 years,422487,0,Serbia2003,2979,Millenials
Serbia,2004,male,75+ years,170536,103.2,Serbia2004,3508,Silent
Serbia,2004,male,55-74 years,770962,48.77,Serbia2004,3508,Silent
Serbia,2004,male,35-54 years,1069970,27.66,Serbia2004,3508,Boomers
Serbia,2004,female,75+ years,274458,23.32,Serbia2004,3508,Silent
Serbia,2004,female,55-74 years,906656,17.43,Serbia2004,3508,Silent
Serbia,2004,male,25-34 years,504902,14.66,Serbia2004,3508,Generation X
Serbia,2004,male,15-24 years,506347,10.86,Serbia2004,3508,Millenials
Serbia,2004,female,35-54 years,1093778,10.7,Serbia2004,3508,Boomers
Serbia,2004,female,25-34 years,497596,4.02,Serbia2004,3508,Generation X
Serbia,2004,female,15-24 years,484852,1.65,Serbia2004,3508,Millenials
Serbia,2004,male,5-14 years,413105,0.24,Serbia2004,3508,Millenials
Serbia,2004,female,5-14 years,393202,0,Serbia2004,3508,Millenials
Serbia,2005,male,75+ years,180107,108.27,Serbia2005,3719,Silent
Serbia,2005,male,55-74 years,773127,49.41,Serbia2005,3719,Silent
Serbia,2005,female,75+ years,286007,36.01,Serbia2005,3719,Silent
Serbia,2005,male,35-54 years,1054508,27.98,Serbia2005,3719,Boomers
Serbia,2005,female,55-74 years,907793,18.95,Serbia2005,3719,Silent
Serbia,2005,male,25-34 years,509858,16.87,Serbia2005,3719,Generation X
Serbia,2005,female,35-54 years,1078540,10.57,Serbia2005,3719,Boomers
Serbia,2005,male,15-24 years,499116,9.02,Serbia2005,3719,Millenials
Serbia,2005,female,25-34 years,501034,5.99,Serbia2005,3719,Generation X
Serbia,2005,female,15-24 years,478193,2.51,Serbia2005,3719,Millenials
Serbia,2005,male,5-14 years,405216,0.74,Serbia2005,3719,Millenials
Serbia,2005,female,5-14 years,385483,0,Serbia2005,3719,Millenials
Serbia,2006,male,75+ years,189274,103.55,Serbia2006,4353,Silent
Serbia,2006,male,55-74 years,774694,47.24,Serbia2006,4353,Silent
Serbia,2006,female,75+ years,296792,41.11,Serbia2006,4353,Silent
Serbia,2006,male,35-54 years,1040532,29.98,Serbia2006,4353,Boomers
Serbia,2006,male,25-34 years,513643,18.11,Serbia2006,4353,Generation X
Serbia,2006,female,55-74 years,908095,17.4,Serbia2006,4353,Silent
Serbia,2006,male,15-24 years,491590,10.58,Serbia2006,4353,Millenials
Serbia,2006,female,35-54 years,1064812,9.67,Serbia2006,4353,Boomers
Serbia,2006,female,25-34 years,503695,4.96,Serbia2006,4353,Generation X
Serbia,2006,female,15-24 years,470829,2.97,Serbia2006,4353,Millenials
Serbia,2006,male,5-14 years,398605,0.5,Serbia2006,4353,Millenials
Serbia,2006,female,5-14 years,379250,0,Serbia2006,4353,Millenials
Serbia,2007,male,75+ years,196533,91.59,Serbia2007,5748,Silent
Serbia,2007,male,55-74 years,779298,47.22,Serbia2007,5748,Silent
Serbia,2007,female,75+ years,305647,29.45,Serbia2007,5748,Silent
Serbia,2007,male,35-54 years,1026072,26.51,Serbia2007,5748,Boomers
Serbia,2007,female,55-74 years,910892,18.55,Serbia2007,5748,Silent
Serbia,2007,male,25-34 years,516639,17.03,Serbia2007,5748,Generation X
Serbia,2007,male,15-24 years,483634,12.41,Serbia2007,5748,Millenials
Serbia,2007,female,35-54 years,1051329,8.75,Serbia2007,5748,Boomers
Serbia,2007,female,25-34 years,505537,4.35,Serbia2007,5748,Generation X
Serbia,2007,female,15-24 years,463240,2.59,Serbia2007,5748,Millenials
Serbia,2007,female,5-14 years,375598,0,Serbia2007,5748,Generation Z
Serbia,2007,male,5-14 years,395191,0,Serbia2007,5748,Generation Z
Serbia,2008,male,75+ years,204761,85.47,Serbia2008,7049,Silent
Serbia,2008,male,55-74 years,787243,37.6,Serbia2008,7049,Silent
Serbia,2008,male,35-54 years,1009044,29.33,Serbia2008,7049,Boomers
Serbia,2008,female,75+ years,315905,28.81,Serbia2008,7049,Silent
Serbia,2008,male,25-34 years,519052,18.3,Serbia2008,7049,Generation X
Serbia,2008,female,55-74 years,916599,16.69,Serbia2008,7049,Silent
Serbia,2008,female,35-54 years,1035157,10.14,Serbia2008,7049,Boomers
Serbia,2008,male,15-24 years,474210,8.65,Serbia2008,7049,Millenials
Serbia,2008,female,25-34 years,506464,4.54,Serbia2008,7049,Generation X
Serbia,2008,female,15-24 years,453885,3.08,Serbia2008,7049,Millenials
Serbia,2008,female,5-14 years,373176,0,Serbia2008,7049,Generation Z
Serbia,2008,male,5-14 years,393036,0,Serbia2008,7049,Generation Z
Serbia,2009,male,75+ years,212060,96.2,Serbia2009,6116,Silent
Serbia,2009,male,55-74 years,795140,42.89,Serbia2009,6116,Silent
Serbia,2009,male,35-54 years,994315,32.99,Serbia2009,6116,Boomers
Serbia,2009,female,75+ years,324298,28.37,Serbia2009,6116,Silent
Serbia,2009,male,25-34 years,520754,16.32,Serbia2009,6116,Generation X
Serbia,2009,female,55-74 years,923078,15.71,Serbia2009,6116,Silent
Serbia,2009,female,35-54 years,1020674,9.99,Serbia2009,6116,Boomers
Serbia,2009,male,15-24 years,464633,8.18,Serbia2009,6116,Millenials
Serbia,2009,female,25-34 years,507066,5.72,Serbia2009,6116,Generation X
Serbia,2009,female,15-24 years,443784,1.8,Serbia2009,6116,Millenials
Serbia,2009,male,5-14 years,391205,0.26,Serbia2009,6116,Generation Z
Serbia,2009,female,5-14 years,371233,0,Serbia2009,6116,Generation Z
Serbia,2010,male,75+ years,218129,93.52,Serbia2010,5682,Silent
Serbia,2010,male,55-74 years,802176,42.51,Serbia2010,5682,Silent
Serbia,2010,female,75+ years,330923,26.59,Serbia2010,5682,Silent
Serbia,2010,male,35-54 years,982567,25.65,Serbia2010,5682,Generation X
Serbia,2010,male,25-34 years,520649,14.79,Serbia2010,5682,Generation X
Serbia,2010,female,55-74 years,929555,13.77,Serbia2010,5682,Silent
Serbia,2010,male,15-24 years,456237,6.36,Serbia2010,5682,Millenials
Serbia,2010,female,35-54 years,1008522,6.35,Serbia2010,5682,Generation X
Serbia,2010,female,25-34 years,505753,3.56,Serbia2010,5682,Generation X
Serbia,2010,female,15-24 years,434665,1.38,Serbia2010,5682,Millenials
Serbia,2010,female,5-14 years,367970,0,Serbia2010,5682,Generation Z
Serbia,2010,male,5-14 years,387725,0,Serbia2010,5682,Generation Z
Serbia,2011,male,75+ years,215193,98.05,Serbia2011,6734,Silent
Serbia,2011,male,55-74 years,847315,37.29,Serbia2011,6734,Boomers
Serbia,2011,female,75+ years,333972,28.45,Serbia2011,6734,Silent
Serbia,2011,male,35-54 years,982723,28.09,Serbia2011,6734,Generation X
Serbia,2011,male,25-34 years,501889,15.34,Serbia2011,6734,Millenials
Serbia,2011,female,55-74 years,970364,14.63,Serbia2011,6734,Boomers
Serbia,2011,female,35-54 years,1000759,7.69,Serbia2011,6734,Generation X
Serbia,2011,male,15-24 years,439356,6.37,Serbia2011,6734,Millenials
Serbia,2011,female,25-34 years,483724,4.34,Serbia2011,6734,Millenials
Serbia,2011,female,15-24 years,416251,2.64,Serbia2011,6734,Millenials
Serbia,2011,female,5-14 years,344544,0.29,Serbia2011,6734,Generation Z
Serbia,2011,male,5-14 years,363937,0.27,Serbia2011,6734,Generation Z
Serbia,2012,male,75+ years,220812,90.12,Serbia2012,5933,Silent
Serbia,2012,male,55-74 years,850478,40.21,Serbia2012,5933,Boomers
Serbia,2012,male,35-54 years,977855,27.82,Serbia2012,5933,Generation X
Serbia,2012,female,75+ years,338375,25.12,Serbia2012,5933,Silent
Serbia,2012,male,25-34 years,496790,17.11,Serbia2012,5933,Millenials
Serbia,2012,female,55-74 years,970977,13.18,Serbia2012,5933,Boomers
Serbia,2012,male,15-24 years,429268,7.69,Serbia2012,5933,Millenials
Serbia,2012,female,35-54 years,993068,7.25,Serbia2012,5933,Generation X
Serbia,2012,female,25-34 years,479177,3.55,Serbia2012,5933,Millenials
Serbia,2012,female,15-24 years,408327,2.2,Serbia2012,5933,Millenials
Serbia,2012,male,5-14 years,359823,0.28,Serbia2012,5933,Generation Z
Serbia,2012,female,5-14 years,342224,0,Serbia2012,5933,Generation Z
Serbia,2013,male,75+ years,222998,82.96,Serbia2013,6662,Silent
Serbia,2013,male,55-74 years,849852,39.77,Serbia2013,6662,Boomers
Serbia,2013,male,35-54 years,974469,28.22,Serbia2013,6662,Generation X
Serbia,2013,female,75+ years,345109,17.97,Serbia2013,6662,Silent
Serbia,2013,male,25-34 years,493013,14.81,Serbia2013,6662,Millenials
Serbia,2013,female,55-74 years,972962,12.95,Serbia2013,6662,Boomers
Serbia,2013,female,35-54 years,987642,8.3,Serbia2013,6662,Generation X
Serbia,2013,male,15-24 years,419407,6.91,Serbia2013,6662,Millenials
Serbia,2013,female,25-34 years,474010,5.06,Serbia2013,6662,Millenials
Serbia,2013,female,15-24 years,397223,0.5,Serbia2013,6662,Millenials
Serbia,2013,male,5-14 years,358022,0.28,Serbia2013,6662,Generation Z
Serbia,2013,female,5-14 years,338133,0,Serbia2013,6662,Generation Z
Serbia,2014,male,75+ years,226079,84.04,Serbia2014,6500,Silent
Serbia,2014,male,55-74 years,851225,40.29,Serbia2014,6500,Boomers
Serbia,2014,female,75+ years,349278,24.62,Serbia2014,6500,Silent
Serbia,2014,male,35-54 years,971340,22.55,Serbia2014,6500,Generation X
Serbia,2014,male,25-34 years,487583,14.97,Serbia2014,6500,Millenials
Serbia,2014,female,55-74 years,974430,10.57,Serbia2014,6500,Boomers
Serbia,2014,male,15-24 years,409374,7.82,Serbia2014,6500,Millenials
Serbia,2014,female,35-54 years,982170,6.41,Serbia2014,6500,Generation X
Serbia,2014,female,25-34 years,468482,4.48,Serbia2014,6500,Millenials
Serbia,2014,female,15-24 years,387401,1.03,Serbia2014,6500,Millenials
Serbia,2014,female,5-14 years,337165,0,Serbia2014,6500,Generation Z
Serbia,2014,male,5-14 years,357283,0,Serbia2014,6500,Generation Z
Serbia,2015,male,75+ years,228745,82.62,Serbia2015,5492,Silent
Serbia,2015,male,55-74 years,852168,33.56,Serbia2015,5492,Boomers
Serbia,2015,male,35-54 years,967544,22.63,Serbia2015,5492,Generation X
Serbia,2015,female,75+ years,351830,21.89,Serbia2015,5492,Silent
Serbia,2015,male,25-34 years,480793,14.56,Serbia2015,5492,Millenials
Serbia,2015,female,55-74 years,976577,10.04,Serbia2015,5492,Boomers
Serbia,2015,male,15-24 years,400082,6.75,Serbia2015,5492,Millenials
Serbia,2015,female,35-54 years,975773,6.66,Serbia2015,5492,Generation X
Serbia,2015,female,25-34 years,461733,4.55,Serbia2015,5492,Millenials
Serbia,2015,female,15-24 years,378130,1.85,Serbia2015,5492,Millenials
Serbia,2015,male,5-14 years,356525,0.56,Serbia2015,5492,Generation Z
Serbia,2015,female,5-14 years,336506,0.3,Serbia2015,5492,Generation Z
Seychelles,1985,male,35-54 years,4400,68.18,Seychelles1985,2947,Silent
Seychelles,1985,male,15-24 years,7700,38.96,Seychelles1985,2947,Generation X
Seychelles,1985,male,55-74 years,2800,35.71,Seychelles1985,2947,G.I. Generation
Seychelles,1985,female,15-24 years,7500,13.33,Seychelles1985,2947,Generation X
Seychelles,1985,female,25-34 years,4200,0,Seychelles1985,2947,Boomers
Seychelles,1985,female,35-54 years,4800,0,Seychelles1985,2947,Silent
Seychelles,1985,female,5-14 years,7700,0,Seychelles1985,2947,Generation X
Seychelles,1985,female,55-74 years,3500,0,Seychelles1985,2947,G.I. Generation
Seychelles,1985,female,75+ years,1000,0,Seychelles1985,2947,G.I. Generation
Seychelles,1985,male,25-34 years,5200,0,Seychelles1985,2947,Boomers
Seychelles,1985,male,5-14 years,7900,0,Seychelles1985,2947,Generation X
Seychelles,1985,male,75+ years,600,0,Seychelles1985,2947,G.I. Generation
Seychelles,1986,male,35-54 years,4300,23.26,Seychelles1986,3621,Silent
Seychelles,1986,female,15-24 years,7500,0,Seychelles1986,3621,Generation X
Seychelles,1986,female,25-34 years,4500,0,Seychelles1986,3621,Boomers
Seychelles,1986,female,35-54 years,4700,0,Seychelles1986,3621,Silent
Seychelles,1986,female,5-14 years,7700,0,Seychelles1986,3621,Generation X
Seychelles,1986,female,55-74 years,3500,0,Seychelles1986,3621,G.I. Generation
Seychelles,1986,female,75+ years,1000,0,Seychelles1986,3621,G.I. Generation
Seychelles,1986,male,15-24 years,7500,0,Seychelles1986,3621,Generation X
Seychelles,1986,male,25-34 years,5500,0,Seychelles1986,3621,Boomers
Seychelles,1986,male,5-14 years,8000,0,Seychelles1986,3621,Generation X
Seychelles,1986,male,55-74 years,2700,0,Seychelles1986,3621,G.I. Generation
Seychelles,1986,male,75+ years,500,0,Seychelles1986,3621,G.I. Generation
Seychelles,1987,male,35-54 years,4600,43.48,Seychelles1987,4276,Silent
Seychelles,1987,male,25-34 years,5800,17.24,Seychelles1987,4276,Boomers
Seychelles,1987,female,15-24 years,7400,0,Seychelles1987,4276,Generation X
Seychelles,1987,female,25-34 years,4800,0,Seychelles1987,4276,Boomers
Seychelles,1987,female,35-54 years,4700,0,Seychelles1987,4276,Silent
Seychelles,1987,female,5-14 years,7700,0,Seychelles1987,4276,Generation X
Seychelles,1987,female,55-74 years,3600,0,Seychelles1987,4276,G.I. Generation
Seychelles,1987,female,75+ years,1200,0,Seychelles1987,4276,G.I. Generation
Seychelles,1987,male,15-24 years,7400,0,Seychelles1987,4276,Generation X
Seychelles,1987,male,5-14 years,7900,0,Seychelles1987,4276,Generation X
Seychelles,1987,male,55-74 years,2700,0,Seychelles1987,4276,G.I. Generation
Seychelles,1987,male,75+ years,500,0,Seychelles1987,4276,G.I. Generation
Seychelles,2001,male,25-34 years,7008,28.54,Seychelles2001,8257,Generation X
Seychelles,2001,male,55-74 years,3520,28.41,Seychelles2001,8257,Silent
Seychelles,2001,male,35-54 years,9888,20.23,Seychelles2001,8257,Boomers
Seychelles,2001,female,35-54 years,9621,10.39,Seychelles2001,8257,Boomers
Seychelles,2001,female,15-24 years,7832,0,Seychelles2001,8257,Millenials
Seychelles,2001,female,25-34 years,7003,0,Seychelles2001,8257,Generation X
Seychelles,2001,female,5-14 years,7585,0,Seychelles2001,8257,Millenials
Seychelles,2001,female,55-74 years,4245,0,Seychelles2001,8257,Silent
Seychelles,2001,female,75+ years,1679,0,Seychelles2001,8257,Silent
Seychelles,2001,male,15-24 years,8053,0,Seychelles2001,8257,Millenials
Seychelles,2001,male,5-14 years,7979,0,Seychelles2001,8257,Millenials
Seychelles,2001,male,75+ years,950,0,Seychelles2001,8257,Silent
Seychelles,2002,male,75+ years,953,104.93,Seychelles2002,9070,Silent
Seychelles,2002,male,25-34 years,7309,27.36,Seychelles2002,9070,Generation X
Seychelles,2002,male,15-24 years,8158,12.26,Seychelles2002,9070,Millenials
Seychelles,2002,male,35-54 years,10446,9.57,Seychelles2002,9070,Boomers
Seychelles,2002,female,15-24 years,7901,0,Seychelles2002,9070,Millenials
Seychelles,2002,female,25-34 years,7300,0,Seychelles2002,9070,Generation X
Seychelles,2002,female,35-54 years,10257,0,Seychelles2002,9070,Boomers
Seychelles,2002,female,5-14 years,7443,0,Seychelles2002,9070,Millenials
Seychelles,2002,female,55-74 years,4170,0,Seychelles2002,9070,Silent
Seychelles,2002,female,75+ years,1707,0,Seychelles2002,9070,Silent
Seychelles,2002,male,5-14 years,7799,0,Seychelles2002,9070,Millenials
Seychelles,2002,male,55-74 years,3461,0,Seychelles2002,9070,Silent
Seychelles,2003,male,55-74 years,3425,29.2,Seychelles2003,9001,Silent
Seychelles,2003,male,35-54 years,11050,27.15,Seychelles2003,9001,Boomers
Seychelles,2003,female,35-54 years,10925,18.31,Seychelles2003,9001,Boomers
Seychelles,2003,male,25-34 years,7606,13.15,Seychelles2003,9001,Generation X
Seychelles,2003,male,15-24 years,8201,12.19,Seychelles2003,9001,Millenials
Seychelles,2003,female,15-24 years,7890,0,Seychelles2003,9001,Millenials
Seychelles,2003,female,25-34 years,7588,0,Seychelles2003,9001,Generation X
Seychelles,2003,female,5-14 years,7304,0,Seychelles2003,9001,Millenials
Seychelles,2003,female,55-74 years,4102,0,Seychelles2003,9001,Silent
Seychelles,2003,female,75+ years,1735,0,Seychelles2003,9001,Silent
Seychelles,2003,male,5-14 years,7622,0,Seychelles2003,9001,Millenials
Seychelles,2003,male,75+ years,954,0,Seychelles2003,9001,Silent
Seychelles,2004,male,35-54 years,11676,25.69,Seychelles2004,10526,Boomers
Seychelles,2004,male,25-34 years,7889,25.35,Seychelles2004,10526,Generation X
Seychelles,2004,male,15-24 years,8174,12.23,Seychelles2004,10526,Millenials
Seychelles,2004,female,15-24 years,7790,0,Seychelles2004,10526,Millenials
Seychelles,2004,female,25-34 years,7836,0,Seychelles2004,10526,Generation X
Seychelles,2004,female,35-54 years,11572,0,Seychelles2004,10526,Boomers
Seychelles,2004,female,5-14 years,7148,0,Seychelles2004,10526,Millenials
Seychelles,2004,female,55-74 years,4059,0,Seychelles2004,10526,Silent
Seychelles,2004,female,75+ years,1752,0,Seychelles2004,10526,Silent
Seychelles,2004,male,5-14 years,7457,0,Seychelles2004,10526,Millenials
Seychelles,2004,male,55-74 years,3430,0,Seychelles2004,10526,Silent
Seychelles,2004,male,75+ years,952,0,Seychelles2004,10526,Silent
Seychelles,2005,male,55-74 years,3501,28.56,Seychelles2005,11361,Silent
Seychelles,2005,male,35-54 years,12304,16.25,Seychelles2005,11361,Boomers
Seychelles,2005,female,5-14 years,6977,14.33,Seychelles2005,11361,Millenials
Seychelles,2005,male,15-24 years,8093,12.36,Seychelles2005,11361,Millenials
Seychelles,2005,female,15-24 years,7610,0,Seychelles2005,11361,Millenials
Seychelles,2005,female,25-34 years,8022,0,Seychelles2005,11361,Generation X
Seychelles,2005,female,35-54 years,12160,0,Seychelles2005,11361,Boomers
Seychelles,2005,female,55-74 years,4065,0,Seychelles2005,11361,Silent
Seychelles,2005,female,75+ years,1759,0,Seychelles2005,11361,Silent
Seychelles,2005,male,25-34 years,8151,0,Seychelles2005,11361,Generation X
Seychelles,2005,male,5-14 years,7316,0,Seychelles2005,11361,Millenials
Seychelles,2005,male,75+ years,942,0,Seychelles2005,11361,Silent
Seychelles,2006,male,75+ years,976,204.92,Seychelles2006,12442,Silent
Seychelles,2006,male,35-54 years,12663,31.59,Seychelles2006,12442,Boomers
Seychelles,2006,male,55-74 years,3722,26.87,Seychelles2006,12442,Silent
Seychelles,2006,male,15-24 years,8084,12.37,Seychelles2006,12442,Millenials
Seychelles,2006,female,15-24 years,7400,0,Seychelles2006,12442,Millenials
Seychelles,2006,female,25-34 years,7902,0,Seychelles2006,12442,Generation X
Seychelles,2006,female,35-54 years,12435,0,Seychelles2006,12442,Boomers
Seychelles,2006,female,5-14 years,6921,0,Seychelles2006,12442,Millenials
Seychelles,2006,female,55-74 years,4210,0,Seychelles2006,12442,Silent
Seychelles,2006,female,75+ years,1820,0,Seychelles2006,12442,Silent
Seychelles,2006,male,25-34 years,8262,0,Seychelles2006,12442,Generation X
Seychelles,2006,male,5-14 years,7296,0,Seychelles2006,12442,Millenials
Seychelles,2007,male,75+ years,1003,99.7,Seychelles2007,12554,Silent
